sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145058	Anelloviridae	687329	F	1	0	1	0.00000
SRR6145058	Anaplasmataceae	942	F	25	7	32	0.00000
SRR6145058	Anaerolineaceae	292628	F	18	0	18	0.00000
SRR6145058	Anaerohalosphaeraceae	2690158	F	2	11	13	0.00000
SRR6145058	Amoebophilaceae	1501348	F	7	0	7	0.00000
SRR6145058	Alloherpesviridae	548682	F	1	0	1	0.00000
SRR6145058	Alicyclobacillaceae	186823	F	35	0	35	0.00000
SRR6145058	Akkermansiaceae	1647988	F	14	16	30	0.00000
SRR6145058	Adenoviridae	10508	F	1	0	1	0.00000
SRR6145058	Actinopolysporaceae	622451	F	29	0	29	0.00000
SRR6145058	Ackermannviridae	2169529	F	4	0	4	0.00000
SRR6145058	Acidothermaceae	85032	F	12	0	12	0.00000
SRR6145058	Acidithiobacillaceae	225058	F	30	0	30	0.00000
SRR6145058	Acidimicrobiaceae	84994	F	7	20	27	0.00000
SRR6145058	Acidilobaceae	871007	F	4	0	4	0.00000
SRR6145058	Acidiferrobacteraceae	1692041	F	39	0	39	0.00000
SRR6145058	Acidaminococcaceae	909930	F	23	-6	17	0.00000
SRR6145058	Acholeplasmataceae	2146	F	24	5	29	0.00000
SRR6145058	Acaryochloridaceae	1890429	F	5	0	5	0.00000
