sample	contig	taxid	name
SRR6145060	k99_1407	1453429	Candidatus Atelocyanobacterium thalassa isolate ALOHA
SRR6145060	k99_3070	1234380	Cutibacterium acnes C1
SRR6145060	k99_8869	1747	Cutibacterium acnes
SRR6145060	k99_13080	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_15368	1747	Cutibacterium acnes
SRR6145060	k99_15539	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145060	k99_11176	1234380	Cutibacterium acnes C1
SRR6145060	k99_4805	1747	Cutibacterium acnes
SRR6145060	k99_2569	1747	Cutibacterium acnes
SRR6145060	k99_5972	1747	Cutibacterium acnes
SRR6145060	k99_7467	1747	Cutibacterium acnes
SRR6145060	k99_11439	1747	Cutibacterium acnes
SRR6145060	k99_14064	1747	Cutibacterium acnes
SRR6145060	k99_6214	1747	Cutibacterium acnes
SRR6145060	k99_15453	1747	Cutibacterium acnes
SRR6145060	k99_15454	1747	Cutibacterium acnes
SRR6145060	k99_9876	1747	Cutibacterium acnes
SRR6145060	k99_15023	1747	Cutibacterium acnes
SRR6145060	k99_1488	1747	Cutibacterium acnes
SRR6145060	k99_11023	1747	Cutibacterium acnes
SRR6145060	k99_7132	29380	Staphylococcus caprae
SRR6145060	k99_1816	9606	Homo sapiens
SRR6145060	k99_2976	1747	Cutibacterium acnes
SRR6145060	k99_4563	1747	Cutibacterium acnes
SRR6145060	k99_13393	1747	Cutibacterium acnes
SRR6145060	k99_9376	1747	Cutibacterium acnes
SRR6145060	k99_4058	1747	Cutibacterium acnes
SRR6145060	k99_7133	1747	Cutibacterium acnes
SRR6145060	k99_15026	1747	Cutibacterium acnes
SRR6145060	k99_2224	1747	Cutibacterium acnes
SRR6145060	k99_12821	1747	Cutibacterium acnes
SRR6145060	k99_4232	1234380	Cutibacterium acnes C1
SRR6145060	k99_13407	1747	Cutibacterium acnes
SRR6145060	k99_7876	1747	Cutibacterium acnes
SRR6145060	k99_2981	1747	Cutibacterium acnes
SRR6145060	k99_8278	1747	Cutibacterium acnes
SRR6145060	k99_5465	1747	Cutibacterium acnes
SRR6145060	k99_6887	1747	Cutibacterium acnes
SRR6145060	k99_2231	1747	Cutibacterium acnes
SRR6145060	k99_12257	1270	Micrococcus luteus
SRR6145060	k99_15046	1747	Cutibacterium acnes
SRR6145060	k99_11193	1747	Cutibacterium acnes
SRR6145060	k99_2238	1747	Cutibacterium acnes
SRR6145060	k99_5476	1747	Cutibacterium acnes
SRR6145060	k99_12829	1747	Cutibacterium acnes
SRR6145060	k99_12831	1912216	Cutibacterium
