sample	contig	taxid	name
SRR6145060	k99_10621	1747	Cutibacterium acnes
SRR6145060	k99_12508	9606	Homo sapiens
SRR6145060	k99_15787	1747	Cutibacterium acnes
SRR6145060	k99_11523	1747	Cutibacterium acnes
SRR6145060	k99_9711	1747	Cutibacterium acnes
SRR6145060	k99_2324	1747	Cutibacterium acnes
SRR6145060	k99_10541	1747	Cutibacterium acnes
SRR6145060	k99_6889	1747	Cutibacterium acnes
SRR6145060	k99_13492	1747	Cutibacterium acnes
SRR6145060	k99_14803	1747	Cutibacterium acnes
SRR6145060	k99_8715	1747	Cutibacterium acnes
SRR6145060	k99_14885	1747	Cutibacterium acnes
SRR6145060	k99_1495	1747	Cutibacterium acnes
SRR6145060	k99_2408	1747	Cutibacterium acnes
SRR6145060	k99_8717	889201	Streptococcus cristatus ATCC 51100
SRR6145060	k99_14887	1747	Cutibacterium acnes
SRR6145060	k99_8468	1747	Cutibacterium acnes
SRR6145060	k99_14804	1747	Cutibacterium acnes
SRR6145060	k99_15708	1234380	Cutibacterium acnes C1
SRR6145060	k99_10622	1747	Cutibacterium acnes
SRR6145060	k99_916	1747	Cutibacterium acnes
SRR6145060	k99_14231	1747	Cutibacterium acnes
SRR6145060	k99_9379	9606	Homo sapiens
SRR6145060	k99_15711	1270	Micrococcus luteus
SRR6145060	k99_3571	1747	Cutibacterium acnes
SRR6145060	k99_4731	1747	Cutibacterium acnes
SRR6145060	k99_4649	1234380	Cutibacterium acnes C1
SRR6145060	k99_6059	1747	Cutibacterium acnes
SRR6145060	k99_15295	1747	Cutibacterium acnes
SRR6145060	k99_12837	1747	Cutibacterium acnes
SRR6145060	k99_14727	1747	Cutibacterium acnes
SRR6145060	k99_9216	1747	Cutibacterium acnes
SRR6145060	k99_6480	1747	Cutibacterium acnes
SRR6145060	k99_2740	1747	Cutibacterium acnes
SRR6145060	k99_11690	1747	Cutibacterium acnes
SRR6145060	k99_7141	1747	Cutibacterium acnes
SRR6145060	k99_9384	1747	Cutibacterium acnes
SRR6145060	k99_5648	9606	Homo sapiens
SRR6145060	k99_11530	1269	Micrococcus
SRR6145060	k99_10464	1747	Cutibacterium acnes
SRR6145060	k99_2164	1747	Cutibacterium acnes
SRR6145060	k99_2413	2	Bacteria
SRR6145060	k99_7471	272123	Anabaena cylindrica PCC 7122
SRR6145060	k99_8970	1747	Cutibacterium acnes
SRR6145060	k99_5315	1747	Cutibacterium acnes
SRR6145060	k99_1165	1747	Cutibacterium acnes
SRR6145060	k99_13820	9606	Homo sapiens
SRR6145060	k99_13082	1234380	Cutibacterium acnes C1
SRR6145060	k99_11198	1747	Cutibacterium acnes
SRR6145060	k99_14233	1234380	Cutibacterium acnes C1
SRR6145060	k99_5729	1234380	Cutibacterium acnes C1
SRR6145060	k99_13580	1747	Cutibacterium acnes
SRR6145060	k99_2165	9606	Homo sapiens
SRR6145060	k99_11852	1747	Cutibacterium acnes
SRR6145060	k99_9217	1747	Cutibacterium acnes
SRR6145060	k99_13581	1747	Cutibacterium acnes
SRR6145060	k99_4650	1234380	Cutibacterium acnes C1
SRR6145060	k99_4242	1234380	Cutibacterium acnes C1
SRR6145060	k99_4403	1234380	Cutibacterium acnes C1
SRR6145060	k99_5486	1747	Cutibacterium acnes
SRR6145060	k99_2745	1234380	Cutibacterium acnes C1
SRR6145060	k99_4903	1747	Cutibacterium acnes
SRR6145060	k99_10879	1747	Cutibacterium acnes
SRR6145060	k99_8469	930171	Pseudarthrobacter phenanthrenivorans Sphe3
SRR6145060	k99_2242	1747	Cutibacterium acnes
SRR6145060	k99_2419	1234380	Cutibacterium acnes C1
SRR6145060	k99_7388	1234380	Cutibacterium acnes C1
SRR6145060	k99_13501	1747	Cutibacterium acnes
SRR6145060	k99_4072	1747	Cutibacterium acnes
SRR6145060	k99_13585	1747	Cutibacterium acnes
SRR6145060	k99_4244	1747	Cutibacterium acnes
SRR6145060	k99_11610	1747	Cutibacterium acnes
SRR6145060	k99_6316	1747	Cutibacterium acnes
SRR6145060	k99_8470	1747	Cutibacterium acnes
SRR6145060	k99_11289	1747	Cutibacterium acnes
SRR6145060	k99_10049	1234380	Cutibacterium acnes C1
SRR6145060	k99_11776	1747	Cutibacterium acnes
SRR6145060	k99_9135	1747	Cutibacterium acnes
SRR6145060	k99_8058	1747	Cutibacterium acnes
SRR6145060	k99_8555	1747	Cutibacterium acnes
SRR6145060	k99_7724	1747	Cutibacterium acnes
SRR6145060	k99_3074	1747	Cutibacterium acnes
SRR6145060	k99_6565	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_15138	1234380	Cutibacterium acnes C1
SRR6145060	k99_6980	1747	Cutibacterium acnes
SRR6145060	k99_11118	1747	Cutibacterium acnes
SRR6145060	k99_1499	1747	Cutibacterium acnes
SRR6145060	k99_7726	1747	Cutibacterium acnes
SRR6145060	k99_2992	1747	Cutibacterium acnes
SRR6145060	k99_8060	1747	Cutibacterium acnes
SRR6145060	k99_6728	1747	Cutibacterium acnes
SRR6145060	k99_12353	1747	Cutibacterium acnes
SRR6145060	k99_15051	1747	Cutibacterium acnes
SRR6145060	k99_13738	44249	Paenibacillus
SRR6145060	k99_5813	1747	Cutibacterium acnes
SRR6145060	k99_8894	1747	Cutibacterium acnes
SRR6145060	k99_13253	1747	Cutibacterium acnes
SRR6145060	k99_1922	1234380	Cutibacterium acnes C1
SRR6145060	k99_13586	1747	Cutibacterium acnes
SRR6145060	k99_15718	119164	Polerovirus
SRR6145060	k99_8391	1747	Cutibacterium acnes
SRR6145060	k99_8638	1234380	Cutibacterium acnes C1
SRR6145060	k99_14152	1747	Cutibacterium acnes
SRR6145060	k99_8809	1234380	Cutibacterium acnes C1
SRR6145060	k99_15468	1747	Cutibacterium acnes
SRR6145060	k99_13908	1747	Cutibacterium acnes
SRR6145060	k99_10953	1747	Cutibacterium acnes
SRR6145060	k99_9883	9606	Homo sapiens
SRR6145060	k99_13255	1234380	Cutibacterium acnes C1
SRR6145060	k99_10384	1747	Cutibacterium acnes
SRR6145060	k99_7148	1747	Cutibacterium acnes
SRR6145060	k99_12921	1234380	Cutibacterium acnes C1
SRR6145060	k99_6572	1747	Cutibacterium acnes
SRR6145060	k99_2661	1234380	Cutibacterium acnes C1
SRR6145060	k99_11942	9606	Homo sapiens
SRR6145060	k99_11372	1234380	Cutibacterium acnes C1
SRR6145060	k99_1837	1747	Cutibacterium acnes
SRR6145060	k99_11203	1234380	Cutibacterium acnes C1
SRR6145060	k99_4661	1747	Cutibacterium acnes
SRR6145060	k99_15299	1747	Cutibacterium acnes
SRR6145060	k99_15300	1747	Cutibacterium acnes
SRR6145060	k99_13416	1747	Cutibacterium acnes
SRR6145060	k99_15629	1747	Cutibacterium acnes
SRR6145060	k99_1502	1747	Cutibacterium acnes
SRR6145060	k99_6733	9606	Homo sapiens
SRR6145060	k99_13740	1747	Cutibacterium acnes
SRR6145060	k99_5997	1747	Cutibacterium acnes
SRR6145060	k99_2428	468	Moraxellaceae
SRR6145060	k99_6821	1747	Cutibacterium acnes
SRR6145060	k99_9552	9606	Homo sapiens
SRR6145060	k99_7396	1747	Cutibacterium acnes
SRR6145060	k99_15058	1747	Cutibacterium acnes
SRR6145060	k99_13746	34062	Moraxella osloensis
SRR6145060	k99_2082	1747	Cutibacterium acnes
SRR6145060	k99_15220	34062	Moraxella osloensis
SRR6145060	k99_7565	1747	Cutibacterium acnes
SRR6145060	k99_5494	9606	Homo sapiens
SRR6145060	k99_9886	1234380	Cutibacterium acnes C1
SRR6145060	k99_5820	748770	Dolichospermum
SRR6145060	k99_3998	1747	Cutibacterium acnes
SRR6145060	k99_7810	28131	Prevotella intermedia
SRR6145060	k99_2253	1747	Cutibacterium acnes
SRR6145060	k99_6323	1234380	Cutibacterium acnes C1
SRR6145060	k99_15385	1234380	Cutibacterium acnes C1
SRR6145060	k99_7154	1747	Cutibacterium acnes
SRR6145060	k99_7661	1234380	Cutibacterium acnes C1
SRR6145060	k99_2832	1747	Cutibacterium acnes
SRR6145060	k99_9647	1747	Cutibacterium acnes
SRR6145060	k99_762	34062	Moraxella osloensis
SRR6145060	k99_10634	1747	Cutibacterium acnes
SRR6145060	k99_1008	1239	Firmicutes
SRR6145060	k99_10135	1747	Cutibacterium acnes
SRR6145060	k99_15143	1234380	Cutibacterium acnes C1
SRR6145060	k99_2914	1747	Cutibacterium acnes
SRR6145060	k99_6488	1747	Cutibacterium acnes
SRR6145060	k99_11701	1234380	Cutibacterium acnes C1
SRR6145060	k99_12284	1630135	Dermabacter vaginalis
SRR6145060	k99_6906	1234380	Cutibacterium acnes C1
SRR6145060	k99_13750	1747	Cutibacterium acnes
SRR6145060	k99_8064	1234380	Cutibacterium acnes C1
SRR6145060	k99_2596	1747	Cutibacterium acnes
SRR6145060	k99_13012	1747	Cutibacterium acnes
SRR6145060	k99_12114	1747	Cutibacterium acnes
SRR6145060	k99_5831	1747	Cutibacterium acnes
SRR6145060	k99_6070	9606	Homo sapiens
SRR6145060	k99_8979	1747	Cutibacterium acnes
SRR6145060	k99_9801	1747	Cutibacterium acnes
SRR6145060	k99_3926	1747	Cutibacterium acnes
SRR6145060	k99_15146	1747	Cutibacterium acnes
SRR6145060	k99_1761	1747	Cutibacterium acnes
SRR6145060	k99_5833	1234380	Cutibacterium acnes C1
SRR6145060	k99_8148	1747	Cutibacterium acnes
SRR6145060	k99_14484	2306583	Halomonas sp. JS92-SW72
SRR6145060	k99_2175	1270	Micrococcus luteus
SRR6145060	k99_15064	1747	Cutibacterium acnes
SRR6145060	k99_9475	1114969	Cutibacterium acnes TypeIA2 P.acn31
SRR6145060	k99_3835	1747	Cutibacterium acnes
SRR6145060	k99_5072	1747	Cutibacterium acnes
SRR6145060	k99_3417	1234380	Cutibacterium acnes C1
SRR6145060	k99_9975	1234380	Cutibacterium acnes C1
SRR6145060	k99_1088	1747	Cutibacterium acnes
SRR6145060	k99_8067	9606	Homo sapiens
SRR6145060	k99_4916	1747	Cutibacterium acnes
SRR6145060	k99_11457	1234380	Cutibacterium acnes C1
SRR6145060	k99_4744	1747	Cutibacterium acnes
SRR6145060	k99_14897	1747	Cutibacterium acnes
SRR6145060	k99_14400	1747	Cutibacterium acnes
SRR6145060	k99_1763	1747	Cutibacterium acnes
SRR6145060	k99_4835	1747	Cutibacterium acnes
SRR6145060	k99_3009	1234380	Cutibacterium acnes C1
SRR6145060	k99_12118	1747	Cutibacterium acnes
SRR6145060	k99_8567	1747	Cutibacterium acnes
SRR6145060	k99_7987	1747	Cutibacterium acnes
SRR6145060	k99_3752	1747	Cutibacterium acnes
SRR6145060	k99_5496	1747	Cutibacterium acnes
SRR6145060	k99_12856	1346287	Halomonas sp. A3H3
SRR6145060	k99_11783	1747	Cutibacterium acnes
SRR6145060	k99_12193	1912216	Cutibacterium
SRR6145060	k99_15733	1747	Cutibacterium acnes
SRR6145060	k99_9477	1747	Cutibacterium acnes
SRR6145060	k99_1346	1234380	Cutibacterium acnes C1
SRR6145060	k99_6909	1747	Cutibacterium acnes
SRR6145060	k99_3495	1747	Cutibacterium acnes
SRR6145060	k99_1673	1747	Cutibacterium acnes
SRR6145060	k99_7897	1747	Cutibacterium acnes
SRR6145060	k99_1009	1747	Cutibacterium acnes
SRR6145060	k99_7899	1747	Cutibacterium acnes
SRR6145060	k99_9654	1747	Cutibacterium acnes
SRR6145060	k99_7989	1747	Cutibacterium acnes
SRR6145060	k99_13755	1747	Cutibacterium acnes
SRR6145060	k99_13691	9606	Homo sapiens
SRR6145060	k99_10724	1747	Cutibacterium acnes
SRR6145060	k99_9072	1747	Cutibacterium acnes
SRR6145060	k99_5834	9606	Homo sapiens
SRR6145060	k99_13182	1747	Cutibacterium acnes
SRR6145060	k99_14570	28211	Alphaproteobacteria
SRR6145060	k99_3103	1747	Cutibacterium acnes
SRR6145060	k99_15390	1234380	Cutibacterium acnes C1
SRR6145060	k99_11212	1747	Cutibacterium acnes
SRR6145060	k99_5664	1747	Cutibacterium acnes
SRR6145060	k99_3497	1747	Cutibacterium acnes
SRR6145060	k99_13266	1747	Cutibacterium acnes
SRR6145060	k99_1089	1747	Cutibacterium acnes
SRR6145060	k99_12293	1234380	Cutibacterium acnes C1
SRR6145060	k99_15391	1747	Cutibacterium acnes
SRR6145060	k99_6658	1747	Cutibacterium acnes
SRR6145060	k99_1273	1747	Cutibacterium acnes
SRR6145060	k99_9395	1234380	Cutibacterium acnes C1
SRR6145060	k99_11051	1234380	Cutibacterium acnes C1
SRR6145060	k99_12123	1747	Cutibacterium acnes
SRR6145060	k99_8070	1747	Cutibacterium acnes
SRR6145060	k99_3012	9606	Homo sapiens
SRR6145060	k99_12374	1747	Cutibacterium acnes
SRR6145060	k99_10727	1234380	Cutibacterium acnes C1
SRR6145060	k99_3589	1234380	Cutibacterium acnes C1
SRR6145060	k99_11054	810	Chlamydia
SRR6145060	k99_12199	1747	Cutibacterium acnes
SRR6145060	k99_14080	1747	Cutibacterium acnes
SRR6145060	k99_6166	1747	Cutibacterium acnes
SRR6145060	k99_13188	1747	Cutibacterium acnes
SRR6145060	k99_11954	1747	Cutibacterium acnes
SRR6145060	k99_7319	1747	Cutibacterium acnes
SRR6145060	k99_13998	34062	Moraxella osloensis
SRR6145060	k99_14081	1747	Cutibacterium acnes
SRR6145060	k99_4925	1747	Cutibacterium acnes
SRR6145060	k99_7492	1747	Cutibacterium acnes
SRR6145060	k99_4258	1234380	Cutibacterium acnes C1
SRR6145060	k99_12617	1747	Cutibacterium acnes
SRR6145060	k99_2009	1234380	Cutibacterium acnes C1
SRR6145060	k99_7496	34062	Moraxella osloensis
SRR6145060	k99_3841	1747	Cutibacterium acnes
SRR6145060	k99_6007	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_15742	1747	Cutibacterium acnes
SRR6145060	k99_2764	1747	Cutibacterium acnes
SRR6145060	k99_13517	1747	Cutibacterium acnes
SRR6145060	k99_15744	1747	Cutibacterium acnes
SRR6145060	k99_14252	1747	Cutibacterium acnes
SRR6145060	k99_12530	34062	Moraxella osloensis
SRR6145060	k99_10648	1234380	Cutibacterium acnes C1
SRR6145060	k99_5253	1747	Cutibacterium acnes
SRR6145060	k99_7671	1747	Cutibacterium acnes
SRR6145060	k99_13276	34062	Moraxella osloensis
SRR6145060	k99_15156	1747	Cutibacterium acnes
SRR6145060	k99_14172	1747	Cutibacterium acnes
SRR6145060	k99_11793	1747	Cutibacterium acnes
SRR6145060	k99_12038	1747	Cutibacterium acnes
SRR6145060	k99_3674	1747	Cutibacterium acnes
SRR6145060	k99_13692	9606	Homo sapiens
SRR6145060	k99_3844	1747	Cutibacterium acnes
SRR6145060	k99_10567	1747	Cutibacterium acnes
SRR6145060	k99_7000	468	Moraxellaceae
SRR6145060	k99_3503	1747	Cutibacterium acnes
SRR6145060	k99_5338	1747	Cutibacterium acnes
SRR6145060	k99_9241	1747	Cutibacterium acnes
SRR6145060	k99_1678	1747	Cutibacterium acnes
SRR6145060	k99_14826	1747	Cutibacterium acnes
SRR6145060	k99_7674	1747	Cutibacterium acnes
SRR6145060	k99_5505	1747	Cutibacterium acnes
SRR6145060	k99_7417	9606	Homo sapiens
SRR6145060	k99_14580	1747	Cutibacterium acnes
SRR6145060	k99_11217	1747	Cutibacterium acnes
SRR6145060	k99_7502	1747	Cutibacterium acnes
SRR6145060	k99_14661	1747	Cutibacterium acnes
SRR6145060	k99_1606	1747	Cutibacterium acnes
SRR6145060	k99_4753	1747	Cutibacterium acnes
SRR6145060	k99_14747	9606	Homo sapiens
SRR6145060	k99_7503	1747	Cutibacterium acnes
SRR6145060	k99_7002	1234380	Cutibacterium acnes C1
SRR6145060	k99_14329	1234380	Cutibacterium acnes C1
SRR6145060	k99_12131	1747	Cutibacterium acnes
SRR6145060	k99_15313	1747	Cutibacterium acnes
SRR6145060	k99_15747	1234380	Cutibacterium acnes C1
SRR6145060	k99_12766	1747	Cutibacterium acnes
SRR6145060	k99_4674	1747	Cutibacterium acnes
SRR6145060	k99_8077	1747	Cutibacterium acnes
SRR6145060	k99_11630	1747	Cutibacterium acnes
SRR6145060	k99_9658	1747	Cutibacterium acnes
SRR6145060	k99_15800	1747	Cutibacterium acnes
SRR6145060	k99_3603	34062	Moraxella osloensis
SRR6145060	k99_14497	1747	Cutibacterium acnes
SRR6145060	k99_614	1234380	Cutibacterium acnes C1
SRR6145060	k99_2103	1161	Nostocales
SRR6145060	k99_12935	1234380	Cutibacterium acnes C1
SRR6145060	k99_7823	1747	Cutibacterium acnes
SRR6145060	k99_13522	1747	Cutibacterium acnes
SRR6145060	k99_9664	1747	Cutibacterium acnes
SRR6145060	k99_6332	1234380	Cutibacterium acnes C1
SRR6145060	k99_1680	1747	Cutibacterium acnes
SRR6145060	k99_8750	1234380	Cutibacterium acnes C1
SRR6145060	k99_1099	1234380	Cutibacterium acnes C1
SRR6145060	k99_4437	1234380	Cutibacterium acnes C1
SRR6145060	k99_11878	34062	Moraxella osloensis
SRR6145060	k99_11464	1234380	Cutibacterium acnes C1
SRR6145060	k99_14750	1234380	Cutibacterium acnes C1
SRR6145060	k99_3021	1747	Cutibacterium acnes
SRR6145060	k99_3110	1747	Cutibacterium acnes
SRR6145060	k99_10739	1747	Cutibacterium acnes
SRR6145060	k99_2853	1747	Cutibacterium acnes
SRR6145060	k99_9404	1747	Cutibacterium acnes
SRR6145060	k99_2921	1234380	Cutibacterium acnes C1
SRR6145060	k99_10411	1747	Cutibacterium acnes
SRR6145060	k99_8918	1747	Cutibacterium acnes
SRR6145060	k99_9405	1747	Cutibacterium acnes
SRR6145060	k99_1020	1747	Cutibacterium acnes
SRR6145060	k99_3268	1234380	Cutibacterium acnes C1
SRR6145060	k99_6833	1747	Cutibacterium acnes
SRR6145060	k99_1948	1234380	Cutibacterium acnes C1
SRR6145060	k99_856	1747	Cutibacterium acnes
SRR6145060	k99_15575	1747	Cutibacterium acnes
SRR6145060	k99_2437	1747	Cutibacterium acnes
SRR6145060	k99_5843	1234380	Cutibacterium acnes C1
SRR6145060	k99_857	1747	Cutibacterium acnes
SRR6145060	k99_11315	1747	Cutibacterium acnes
SRR6145060	k99_15577	1747	Cutibacterium acnes
SRR6145060	k99_9667	1241982	Chryseobacterium nakagawai
SRR6145060	k99_1283	1747	Cutibacterium acnes
SRR6145060	k99_3112	1747	Cutibacterium acnes
SRR6145060	k99_7423	1747	Cutibacterium acnes
SRR6145060	k99_12940	9606	Homo sapiens
SRR6145060	k99_3432	1747	Cutibacterium acnes
SRR6145060	k99_8992	1747	Cutibacterium acnes
SRR6145060	k99_4104	1747	Cutibacterium acnes
SRR6145060	k99_10743	1234380	Cutibacterium acnes C1
SRR6145060	k99_3678	2	Bacteria
SRR6145060	k99_696	1747	Cutibacterium acnes
SRR6145060	k99_10066	9606	Homo sapiens
SRR6145060	k99_15401	1234380	Cutibacterium acnes C1
SRR6145060	k99_1182	1747	Cutibacterium acnes
SRR6145060	k99_5263	1747	Cutibacterium acnes
SRR6145060	k99_9497	1747	Cutibacterium acnes
SRR6145060	k99_13697	1234380	Cutibacterium acnes C1
SRR6145060	k99_5021	1747	Cutibacterium acnes
SRR6145060	k99_3352	1234380	Cutibacterium acnes C1
SRR6145060	k99_12300	34062	Moraxella osloensis
SRR6145060	k99_11470	9606	Homo sapiens
SRR6145060	k99_8425	34062	Moraxella osloensis
SRR6145060	k99_13196	1234380	Cutibacterium acnes C1
SRR6145060	k99_14007	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_15645	1234380	Cutibacterium acnes C1
SRR6145060	k99_5086	1747	Cutibacterium acnes
SRR6145060	k99_12200	1747	Cutibacterium acnes
SRR6145060	k99_15073	1747	Cutibacterium acnes
SRR6145060	k99_7506	1234380	Cutibacterium acnes C1
SRR6145060	k99_15748	1747	Cutibacterium acnes
SRR6145060	k99_15403	1270	Micrococcus luteus
SRR6145060	k99_1775	1747	Cutibacterium acnes
SRR6145060	k99_14185	1747	Cutibacterium acnes
SRR6145060	k99_3026	1747	Cutibacterium acnes
SRR6145060	k99_3941	1747	Cutibacterium acnes
SRR6145060	k99_1688	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_11886	1747	Cutibacterium acnes
SRR6145060	k99_3689	1747	Cutibacterium acnes
SRR6145060	k99_13853	1234380	Cutibacterium acnes C1
SRR6145060	k99_5757	34062	Moraxella osloensis
SRR6145060	k99_784	1747	Cutibacterium acnes
SRR6145060	k99_13856	1747	Cutibacterium acnes
SRR6145060	k99_7738	1747	Cutibacterium acnes
SRR6145060	k99_1518	1747	Cutibacterium acnes
SRR6145060	k99_9249	1747	Cutibacterium acnes
SRR6145060	k99_15582	1747	Cutibacterium acnes
SRR6145060	k99_3853	1747	Cutibacterium acnes
SRR6145060	k99_4110	1747	Cutibacterium acnes
SRR6145060	k99_621	1747	Cutibacterium acnes
SRR6145060	k99_4680	1747	Cutibacterium acnes
SRR6145060	k99_13787	1747	Cutibacterium acnes
SRR6145060	k99_622	1747	Cutibacterium acnes
SRR6145060	k99_14833	1747	Cutibacterium acnes
SRR6145060	k99_11319	1747	Cutibacterium acnes
SRR6145060	k99_6087	1747	Cutibacterium acnes
SRR6145060	k99_442	1747	Cutibacterium acnes
SRR6145060	k99_1874	1747	Cutibacterium acnes
SRR6145060	k99_8163	1234380	Cutibacterium acnes C1
SRR6145060	k99_5516	1747	Cutibacterium acnes
SRR6145060	k99_3855	44283	Pasteurella multocida subsp. multocida
SRR6145060	k99_4943	1747	Cutibacterium acnes
SRR6145060	k99_5517	1747	Cutibacterium acnes
SRR6145060	k99_2359	1270	Micrococcus luteus
SRR6145060	k99_4353	1747	Cutibacterium acnes
SRR6145060	k99_9003	1747	Cutibacterium acnes
SRR6145060	k99_11888	1747	Cutibacterium acnes
SRR6145060	k99_11805	1234380	Cutibacterium acnes C1
SRR6145060	k99_8771	29388	Staphylococcus capitis
SRR6145060	k99_5591	1747	Cutibacterium acnes
SRR6145060	k99_14012	1234380	Cutibacterium acnes C1
SRR6145060	k99_623	1747	Cutibacterium acnes
SRR6145060	k99_12945	1234380	Cutibacterium acnes C1
SRR6145060	k99_4686	1747	Cutibacterium acnes
SRR6145060	k99_14189	1234380	Cutibacterium acnes C1
SRR6145060	k99_7013	34062	Moraxella osloensis
SRR6145060	k99_5761	1747	Cutibacterium acnes
SRR6145060	k99_624	1747	Cutibacterium acnes
SRR6145060	k99_2779	1747	Cutibacterium acnes
SRR6145060	k99_3761	1091045	Cutibacterium acnes subsp. defendens ATCC 11828
SRR6145060	k99_12949	1290	Staphylococcus hominis
SRR6145060	k99_5849	1747	Cutibacterium acnes
SRR6145060	k99_2940	1747	Cutibacterium acnes
