sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145059	Nautiliaceae	224467	F	20	5	25	0.00000
SRR6145059	Natranaerobiaceae	485255	F	4	0	4	0.00000
SRR6145059	Nairoviridae	1980415	F	1	0	1	0.00000
SRR6145059	Moritellaceae	267891	F	20	0	20	0.00000
SRR6145059	Mimiviridae	549779	F	8	0	8	0.00000
SRR6145059	Microviridae	10841	F	29	0	29	0.00000
SRR6145059	Microcystaceae	1890449	F	14	0	14	0.00000
SRR6145059	Methylacidiphilaceae	717964	F	12	0	12	0.00000
SRR6145059	Methanotrichaceae	143067	F	12	0	12	0.00000
SRR6145059	Methanothermaceae	2178	F	5	0	5	0.00000
SRR6145059	Methanospirillaceae	196137	F	3	0	3	0.00000
SRR6145059	Methanoregulaceae	1198451	F	12	0	12	0.00000
SRR6145059	Methanopyraceae	183713	F	11	0	11	0.00000
SRR6145059	Methanomicrobiaceae	2194	F	42	0	42	0.00000
SRR6145059	Methanomassiliicoccaceae	1577788	F	10	0	10	0.00000
SRR6145059	Methanocorpusculaceae	88404	F	1	0	1	0.00000
SRR6145059	Methanococcaceae	2183	F	26	0	26	0.00000
SRR6145059	Methanocellaceae	570265	F	18	2	20	0.00000
SRR6145059	Methanocaldococcaceae	196117	F	16	3	19	0.00000
SRR6145059	Methanobacteriaceae	2159	F	41	0	41	0.00000
SRR6145059	Mesoaciditogaceae	1769717	F	2	0	2	0.00000
SRR6145059	Merismopediaceae	1890428	F	14	0	14	0.00000
SRR6145059	Melioribacteraceae	1334117	F	6	0	6	0.00000
SRR6145059	Marseilleviridae	944644	F	3	0	3	0.00000
SRR6145059	Marnaviridae	324901	F	1	0	1	0.00000
SRR6145059	Mariprofundaceae	580372	F	10	0	10	0.00000
SRR6145059	Marinilabiliaceae	558415	F	17	0	17	0.00000
SRR6145059	Marinifilaceae	1573805	F	7	0	7	0.00000
SRR6145059	Malacoherpesviridae	548685	F	1	0	1	0.00000
SRR6145059	Magnetococcaceae	1191479	F	7	0	7	0.00000
SRR6145059	Litoricolaceae	449732	F	8	6	14	0.00000
SRR6145059	Leptospiraceae	170	F	50	-10	40	0.00000
SRR6145059	Ktedonosporobacteraceae	2692416	F	12	0	12	0.00000
SRR6145059	Kosmotogaceae	1643948	F	12	0	12	0.00000
SRR6145059	Kangiellaceae	1920240	F	27	0	27	0.00000
SRR6145059	Jonesiaceae	85022	F	30	0	30	0.00000
SRR6145059	Iridoviridae	10486	F	4	0	4	0.00000
SRR6145059	Ignavibacteriaceae	795749	F	4	9	13	0.00000
SRR6145059	Idiomarinaceae	267893	F	31	-11	20	0.00000
SRR6145059	Ichthyobacteriaceae	1755828	F	6	0	6	0.00000
SRR6145059	Hytrosaviridae	1285590	F	1	1	2	0.00000
SRR6145059	Hyellaceae	1890500	F	3	0	3	0.00000
SRR6145059	Hydrogenothermaceae	224027	F	6	4	10	0.00000
SRR6145059	Hydrogenophilaceae	206349	F	20	0	20	0.00000
SRR6145059	Holosporaceae	44746	F	13	0	13	0.00000
SRR6145059	Herpesviridae	10292	F	19	0	19	0.00000
SRR6145059	Heliobacteriaceae	31984	F	14	0	14	0.00000
SRR6145059	Halothiobacillaceae	255526	F	28	0	28	0.00000
SRR6145059	Halobacteroidaceae	53434	F	10	5	15	0.00000
SRR6145059	Halobacteriovoraceae	1652132	F	17	0	17	0.00000
SRR6145059	Haliscomenobacteraceae	1937961	F	21	0	21	0.00000
SRR6145059	Halanaerobiaceae	972	F	26	0	26	0.00000
SRR6145059	Hahellaceae	224379	F	27	0	27	0.00000
SRR6145059	Granulosicoccaceae	449719	F	28	0	28	0.00000
SRR6145059	Gomontiellaceae	1892255	F	13	7	20	0.00000
SRR6145059	Gloeomargaritaceae	1955043	F	5	4	9	0.00000
SRR6145059	Gloeobacteraceae	1890422	F	42	0	42	0.00000
SRR6145059	Geminiviridae	10811	F	1	-1	0	0.00000
SRR6145059	Fimbriimonadaceae	1663426	F	25	15	40	0.00000
SRR6145059	Fibrobacteraceae	204431	F	7	8	15	0.00000
SRR6145059	Fervidobacteriaceae	1643950	F	30	0	30	0.00000
SRR6145059	Fervidicoccaceae	685949	F	1	0	1	0.00000
SRR6145059	Ferroplasmaceae	90142	F	1	11	12	0.00000
SRR6145059	Ferrimonadaceae	267892	F	24	0	24	0.00000
SRR6145059	Entomoplasmataceae	33925	F	27	0	27	0.00000
SRR6145059	Endozoicomonadaceae	2066474	F	10	0	10	0.00000
SRR6145059	Endomicrobiaceae	1783343	F	4	0	4	0.00000
SRR6145059	Elusimicrobiaceae	641876	F	2	1	3	0.00000
SRR6145059	Dysgonamonadaceae	2005520	F	18	0	18	0.00000
SRR6145059	Drexlerviridae	2731691	F	1	0	1	0.00000
SRR6145059	Dictyoglomaceae	203488	F	7	0	7	0.00000
SRR6145059	Dicistroviridae	232795	F	1	0	1	0.00000
SRR6145059	Desulfurococcaceae	2272	F	14	1	15	0.00000
SRR6145059	Desulfurobacteriaceae	558314	F	2	0	2	0.00000
SRR6145059	Desulfurellaceae	117942	F	5	0	5	0.00000
SRR6145059	Desulfomicrobiaceae	213116	F	30	0	30	0.00000
SRR6145059	Desulfohalobiaceae	213117	F	9	0	9	0.00000
SRR6145059	Desulfarculaceae	453228	F	34	4	38	0.00000
SRR6145059	Dermocarpellaceae	1890498	F	16	0	16	0.00000
SRR6145059	Demerecviridae	2731690	F	3	0	3	0.00000
SRR6145059	Dehalococcoidaceae	1202464	F	5	0	5	0.00000
SRR6145059	Deferribacteraceae	191394	F	26	0	26	0.00000
SRR6145059	Cyanothecaceae	1892249	F	19	0	19	0.00000
SRR6145059	Cyanobacteriaceae	1890452	F	8	0	8	0.00000
